case_id,lang,topic,case_text,resolution,status,closed_at,synthetic
CASE-016778,ar,lighting,الشارع مظلم قرب جدة ونحتاج إصلاح الإنارة,تم استبدال وحدة الإنارة واختبارها,resolved,2027-01-01T01:00,True
CASE-016779,en,waste,Waste is piling up near King Fahd Road and causing a strong smell,A new collection point was added for the area,resolved,2027-01-01T02:00,True
CASE-016780,en,water,Water pressure is very low in Riyadh,The fault was fixed and water service was gradually restored,resolved,2027-01-01T03:00,True
CASE-016781,ar,billing,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2027-01-01T04:00,True
CASE-016782,ar,digital_services,تطبيق بوابة المرافق يتوقف عند تسجيل الدخول 😡,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2027-01-01T05:00,True
CASE-016783,ar,licensing,طلب ترخيص بوابة المرافق متوقف عند المراجعة منذ 3 أيام,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2027-01-01T06:00,True
CASE-016784,en,parks,The path at Al Narjis is not wheelchair accessible,The site was maintained and the affected area was reopened,resolved,2027-01-01T07:00,True
CASE-016785,en,roads,The road leading to King Fahd Road needs urgent maintenance,The site was inspected and road maintenance was scheduled,resolved,2027-01-01T08:00,True
CASE-016786,ar,lighting,إنأرة الممر لا تعمل عند جدة <PHONE>,تم استبدال وحدة الإنارة واختبارها,resolved,2027-01-01T09:00,True
CASE-016787,ar,waste,نحتاج حاوية إضافية في الدمام,أضيفت نقطة جمع جديدة للمنطقة,resolved,2027-01-01T10:00,True
CASE-016788,ar,water,لووووسمحت ضغط المياه منخفض جداً في الدمام,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2027-01-01T11:00,True
CASE-016789,en,billing,The fees for Facilities Portal are unclear,The invoice was reviewed and the fees were corrected,resolved,2027-01-01T12:00,True
CASE-016790,en,digital_services,The Balady app crashes during sign-in <NATIONAL_ID>,The account was refreshed and sign-in was restored,resolved,2027-01-01T13:00,True
CASE-016791,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص بلدي,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2027-01-01T14:00,True
CASE-016792,ar,parks,الري متوقف في حديقة حي العليا,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2027-01-01T15:00,True
CASE-016793,ar,roads,الأسفلت متضرر قرب الرياض والقيادة أصبحت خطرة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2027-01-01T16:00,True
CASE-016794,en,lighting,The walkway lights are not working at Al Yasmin,The lighting unit was replaced and tested,resolved,2027-01-01T17:00,True
CASE-016795,en,waste,Waste is piling up near Tahlia Street and causing a strong smell — very frustrating 😡,A new collection point was added for the area,resolved,2027-01-01T18:00,True
CASE-016796,ar,water,يوجد تسرب مياه في الرياض والبلاغ رقم BYN-2026-066795,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2027-01-01T19:00,True
CASE-016797,ar,billing,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-066796,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2027-01-01T20:00,True
CASE-016798,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2027-01-01T21:00,True
CASE-016799,en,licensing,Request BYN-2025-066798 has not changed status,The licensing team contacted the applicant for the missing document,resolved,2027-01-01T22:00,True
CASE-016800,en,parks,Irrigation is not working in Tahlia Street park,The issue was assigned to the parks team and repaired,resolved,2027-01-01T23:00,True
CASE-016801,ar,roads,الطريق المؤدي إلى طريق الملك فهد يحتاج صيانة عاجلة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2027-01-02T00:00,True
CASE-016802,ar,lighting,الشارع مظلم قرب الرياض ونحتاج إصلاح الإنارة,تم استبدال وحدة الإنارة واختبارها,resolved,2027-01-02T01:00,True
CASE-016803,ar,waste,تراكمت النفايات قرب طريق الملك فهد وتسبب رائحة قوية,أضيفت نقطة جمع جديدة للمنطقة,resolved,2027-01-02T02:00,True
CASE-016804,en,water,Water has been unavailable in Tahlia Street since this morning,The fault was fixed and water service was gradually restored,resolved,2027-01-02T03:00,True
CASE-016805,en,billing,THE FEES FOR MAINTENANCE APPOINTMENTS ARE UNCLEAR,The payment was matched and the account status was updated,resolved,2027-01-02T04:00,True
CASE-016806,ar,digital_services,ظهرت رسالة خطأ عند رفع المستند في بوابة المرافق <br>,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2027-01-02T05:00,True
CASE-016807,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص خدمات المياه,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2027-01-02T06:00,True
CASE-016808,ar,parks,الري متوقف في حديقة طريق الملك فهد 😡,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2027-01-02T07:00,True
CASE-016809,en,roads,Damaged asphalt near Al Yasmin is making driving unsafe,The case was assigned to the roads team and the pothole was repaired,resolved,2027-01-02T08:00,True
CASE-016810,en,lighting,The walkway lights are not working at Al Olaya,The maintenance team repaired the wiring and restored service,resolved,2027-01-02T09:00,True
CASE-016811,ar,waste,تراكمت النفايات قرب الرياض وتسبب رائحة قوية,تم تفريغ الحاوية وتعديل جدول الجمع,resolved,2027-01-02T10:00,True
CASE-016812,ar,water,يوجد تسرب مياه في شارع التحلية والبلاغ رقم BYN-2026-066811,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2027-01-02T11:00,True
CASE-016813,ar,billing,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-066812,تمت مطابقة الدفعة وتحديث حالة الحساب,resolved,2027-01-02T12:00,True
CASE-016814,en,digital_services,An error appears when I upload a document in Maintenance Appointments,The technical issue was fixed and the verification code was resent,resolved,2027-01-02T13:00,True
CASE-016815,en,licensing,My Balady licence request has been under review for 14 days,The documents were reviewed and the request status was updated,resolved,2027-01-02T14:00,True
CASE-016816,ar,parks,الممر في حديقة حي الياسمين غير مناسب للكراسي المتحركة,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2027-01-02T15:00,True
CASE-016817,ar,roads,لووووسمحت حفرة في الطريق أمام حي العليا منذ 16 أيام,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2027-01-02T16:00,True
CASE-016818,ar,lighting,إنارة الممر لا تعمل عند حي النرجس,تم استبدال وحدة الإنارة واختبارها,resolved,2027-01-02T17:00,True
CASE-016819,en,waste,We need an additional waste container at Tahlia Street,The container was emptied and the collection schedule was updated,resolved,2027-01-02T18:00,True
CASE-016820,en,water,There is a water leak at Dammam; reference BYN-2026-066819,The leak was repaired and network pressure was restored,resolved,2027-01-02T19:00,True
CASE-016821,ar,billing,الرسوم في خدمة بوابة المرافق غير واضحة 😡,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2027-01-02T20:00,True
CASE-016822,ar,digital_services,ظهرت رسالة خطأ عند رفع المستند في خدمات المياه,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2027-01-02T21:00,True
CASE-016823,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص بلدي <PHONE>,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2027-01-02T22:00,True
CASE-016824,en,parks,IRRIGATION IS NOT WORKING IN AL OLAYA PARK,The issue was assigned to the parks team and repaired,resolved,2027-01-02T23:00,True
CASE-016825,en,roads,There is a pothole near King Fahd Road for 3 days,The site was inspected and road maintenance was scheduled,resolved,2027-01-03T00:00,True
CASE-016826,ar,lighting,الشارع مظلم قرب الرياض ونحتاج إصلاح الإنارة,أصلح فريق الصيانة التوصيلات وأعاد الخدمة,resolved,2027-01-03T01:00,True
CASE-016827,ar,waste,الحاوية ممتلئة في جدة ولم تُفرغ منذ 5 أيام,أضيفت نقطة جمع جديدة للمنطقة,resolved,2027-01-03T02:00,True
CASE-016828,ar,water,يوجد تسرب مياه في حي العليا والبلاغ رقم BYN-2026-066827,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2027-01-03T03:00,True
CASE-016829,en,billing,The fees for Facilities Portal are unclear,The payment was matched and the account status was updated,resolved,2027-01-03T04:00,True
CASE-016830,en,digital_services,An error appears when I upload a document in Maintenance Appointments,The technical issue was fixed and the verification code was resent,resolved,2027-01-03T05:00,True
CASE-016831,ar,licensing,طلب ترخيص خدمات المياه متوقف عند المراجعة منذ 9 أيام <NATIONAL_ID>,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2027-01-03T06:00,True
CASE-016832,ar,parks,الممر في حديقة حي الياسمين غير مناسب للكراسي المتحركة,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2027-01-03T07:00,True
CASE-016833,ar,roads,حفرة في الطريق أمام حي العليا منذ 11 أيام,تمت معاينة الموقع وجدولة أعمال الصيانة,resolved,2027-01-03T08:00,True
CASE-016834,en,lighting,The streetlight at Al Narjis has been out for two weeks — very frustrating 😡,The lighting unit was replaced and tested,resolved,2027-01-03T09:00,True
CASE-016835,en,waste,We need an additional waste container at King Fahd Road,A new collection point was added for the area,resolved,2027-01-03T10:00,True
CASE-016836,ar,water,انقطاع المياه مستمر في طريق الملك فهد منذ الصباح,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2027-01-03T11:00,True
CASE-016837,ar,billing,الرسوم في خدمة خدمات المياه غير واضحة <br>,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2027-01-03T12:00,True
CASE-016838,ar,digital_services,ظهرت رسالة خطأ عند رفع المستند في رخصتي,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2027-01-03T13:00,True
CASE-016839,en,licensing,Request BYN-2025-066838 has not changed status,The documents were reviewed and the request status was updated,resolved,2027-01-03T14:00,True
